,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Northwestern University,-2897.4075,1839.2385,431.1786,2304.1682,1434.9224,-3477.066,2169.161,6861.794,-3521.9958,-4492.105,-805.7162,-6562.397,-216.22266,981.085,-1073.0803,-2671.4802,5258.4087,-562.8026,-2772.999,-7122.8975,3266.6746,-1252.924,2378.2698,-1062.7426,543.9048,-443.09332,-2362.1052,1609.9746,-1258.7601,336.8987,3050.0977,-1996.4769,1414.2258,-2131.6602,-1232.1088,4338.0444,667.3524,408.3415,-3253.5676,-2556.93,1679.49,-3124.701,-2501.5312,1300.4731,3162.3884,350.36353,-2076.77,-1659.9298,2114.666,3148.851,1734.8363,-3344.4856,884.9824,966.55664,138.8427,1965.4464,3875.2983,-1518.5571,-4896.0303,125.1534,95.95294,81.536964,879.28424,-1547.324,-5015.7324,2724.1438,138.29199,1759.55,-2454.0542,3385.1782,-523.0822,3025.2632,3840.8882,1181.4475,4355.0415,2097.9844,2238.179,1029.4713,-1603.2444,541.3435,-4280.7266,-413.65985,-1206.1322,418.3881,-1189.6105,-135.27219,1976.6378,814.9812,3622.1543,3571.7454,2574.3997,-0.62999666,2637.146,-242.67087,5773.523,4658.3926,-191.81712,-1578.5687,3197.8857,-502.71472
Washington University in St. Louis,-3340.3606,1879.2115,593.0537,2720.7253,1168.1002,-3672.47,2351.3572,7399.2734,-3942.1653,-5113.7354,-790.3108,-7138.604,-39.027195,1016.74304,-1249.7662,-3129.8555,6172.466,-682.216,-3083.0898,-8114.215,3864.879,-1390.4441,2840.6787,-946.0515,887.671,-255.7361,-2735.5447,1856.7869,-1404.8142,448.5003,3296.304,-2003.1697,1599.2942,-2457.749,-1095.1366,4621.622,678.9312,438.4206,-3683.1802,-2668.3804,1853.3617,-3527.5286,-2851.26,1627.9218,3256.6807,338.9151,-2289.4756,-1825.8002,2271.04,3433.852,2077.664,-3610.4854,1166.4347,1048.8699,235.63832,2013.3354,4188.586,-1882.3007,-5460.955,383.67166,-103.977875,-144.9211,1117.888,-1818.1956,-5525.511,2950.2249,-108.1441,2019.8103,-2499.901,3611.0542,-269.58368,3512.6206,3900.9478,1247.1595,4848.5186,2328.168,2691.2896,1045.3323,-1448.1387,502.87482,-4971.3276,-473.4655,-1225.7323,370.25262,-1640.2255,-209.75906,2164.5476,983.6073,3941.6777,3842.4658,2756.5547,-67.99924,2833.2979,-185.7711,6348.831,4972.1704,-304.26953,-1943.6753,3417.8157,-589.70996
University of Notre Dame,-4367.658,2673.5637,537.8772,3386.03,1910.4012,-5536.917,3222.809,10650.071,-5061.167,-6921.4907,-871.17114,-9772.318,-323.3441,1389.6495,-1614.7217,-3840.1655,7923.107,-893.6251,-4008.5457,-10972.07,4913.036,-1531.2274,3804.6558,-1468.8606,809.5875,-805.0874,-3431.2048,2389.3096,-1826.9465,513.2319,4498.693,-3176.468,2391.7852,-3213.8545,-2049.004,6960.9824,1261.8882,586.96735,-5494.5312,-3665.1404,2383.9531,-4526.574,-4190.958,1855.14,5230.838,-39.489613,-3147.299,-2501.553,3492.3318,4682.527,2485.4177,-4850.7437,1413.3376,1663.4467,523.21857,3212.819,5715.3843,-2324.9558,-7417.6187,-76.21112,316.94577,113.91056,1786.3121,-2309.8884,-7724.031,4380.0527,151.49829,2818.486,-4007.203,5255.389,-800.34424,4811.3154,5636.124,1820.3129,6723.91,3697.6187,3494.807,1518.8306,-2653.8306,682.62695,-6334.507,-760.2652,-1769.9839,1074.9724,-1852.5427,-130.91505,2993.5657,1325.8871,5317.8975,5798.739,3924.8472,60.884445,4129.6445,-492.40402,8896.478,6892.008,-68.47829,-2428.8413,4976.0977,-801.9298
University of Chicago,-2939.4072,1830.7393,538.9386,2626.917,1435.488,-3410.218,2340.4578,6492.095,-3658.031,-4480.6406,-784.003,-6603.093,-68.48669,1034.1195,-1149.7113,-2677.119,5133.3643,-299.31506,-2858.1821,-6967.563,3498.2417,-1210.2189,2611.4333,-1009.49695,687.7862,-582.33136,-2222.5386,1747.4945,-1363.5559,205.88771,2996.771,-2054.864,1434.887,-2156.0068,-1016.59033,4225.7485,787.8297,614.131,-3059.4207,-2454.809,1748.8527,-3134.3254,-2719.8916,1470.3828,2833.8523,504.4331,-1909.226,-1566.8708,2011.2429,3013.1023,1765.455,-3266.6238,839.1335,825.56323,270.35385,2093.4707,3826.6562,-1704.0947,-5005.8154,324.60895,-158.10362,27.95576,651.7193,-1742.0719,-5164.9536,2612.0159,193.60043,1724.5414,-2331.5671,3447.8694,-316.88153,3048.0903,3743.5679,1192.8846,4259.983,1985.0823,2216.9526,685.77747,-1571.9093,450.82962,-4346.9062,-281.6544,-986.5874,278.45718,-1227.8945,-74.41467,1989.8507,503.42633,3736.9226,3466.611,2283.5723,-218.22687,2655.1846,-295.87335,5570.1763,4695.2603,-127.1749,-1639.7579,3079.4626,-520.5117
Cornell University,-3881.9768,2228.4595,442.0403,2828.056,1659.2394,-4368.693,2511.3477,8648.876,-4230.5723,-5841.854,-975.4918,-8306.804,-155.72862,1192.0157,-1372.7772,-3669.0308,6805.4985,-987.6072,-3424.6519,-9199.563,4022.6396,-1753.2086,3094.14,-1050.3024,769.9542,-296.59473,-3437.2776,2019.0126,-1734.4254,458.59702,3779.9531,-2436.6555,1969.4685,-2632.5977,-1621.1255,5551.3315,898.07556,449.94226,-4620.547,-3193.1035,1884.386,-4019.1272,-3097.1836,1837.5024,4253.905,72.541145,-2917.978,-2090.2388,2725.5464,4039.8386,2260.4717,-4133.072,1200.2715,1257.259,-111.94472,2468.8672,4917.9194,-1927.3827,-6078.382,65.892815,381.10107,-66.63648,1427.6501,-1834.5603,-6204.833,3501.9932,-163.56976,2288.9116,-3255.2683,4348.3193,-647.58435,4209.0283,4705.082,1470.0557,5948.326,2834.2002,2835.2295,1336.4546,-1708.4446,689.1829,-5689.494,-906.6065,-1756.8643,499.3614,-1781.8279,-97.00163,2457.754,1402.8049,4502.7104,4335.081,3569.296,32.01169,3155.3142,-249.76291,7421.7114,5883.3765,-363.83426,-1871.0693,4105.516,-822.433
University of Southern California,-3683.0745,2224.4128,611.55023,3125.0566,1704.4116,-4470.957,2952.153,9027.618,-4605.1943,-5938.24,-984.1179,-8384.988,-248.60075,1200.6284,-1253.1962,-3441.0896,6999.7065,-899.11053,-3561.9775,-9423.209,4343.5874,-1453.3806,3010.0532,-1335.8989,578.3328,-655.8693,-2931.9404,2159.708,-1624.5641,443.24902,3814.6365,-2611.7795,1750.437,-2955.9653,-1741.7344,5910.5674,769.85944,517.30145,-4550.302,-3128.421,2122.494,-4006.9294,-3211.323,1673.7932,4443.6987,414.8676,-2875.066,-2217.6416,2772.5852,4146.8564,2278.926,-4282.917,1339.827,1142.4084,623.66833,2337.946,4842.6533,-1913.6603,-6456.0024,-80.82063,-172.50856,-50.481663,1298.7913,-1949.1407,-6715.605,3667.2642,198.57576,2614.1985,-3028.7195,4448.0117,-634.59985,3921.6182,4947.2695,1529.442,5788.7256,2679.7134,3150.8716,1246.7079,-1980.3225,566.56213,-5742.0015,-300.44193,-1706.0884,715.15234,-1612.7441,-336.3382,2643.6318,1205.0055,4640.854,4877.721,3324.5232,-59.402588,3478.3196,-237.87794,7817.199,6184.1875,-188.07236,-1928.0721,4210.546,-942.70667
Pomona College,-2669.1833,2143.658,237.21979,1831.7734,1644.5416,-3382.546,1998.8618,7025.532,-3359.4824,-4731.669,-670.6925,-6434.898,-247.3095,945.6037,-798.6891,-2832.4385,5106.7017,-805.2102,-2504.1528,-7071.7925,2943.6396,-1481.7247,2150.332,-827.68933,741.0414,-339.47037,-2638.3535,1465.4176,-1378.2174,328.20374,2794.6924,-1885.0499,1682.0276,-2009.274,-1603.273,4058.9707,599.1168,567.94324,-3384.4385,-2670.185,1291.9266,-3065.9705,-2389.9622,1492.6819,3479.2185,105.53119,-2095.416,-1831.7499,2221.5928,3553.436,1681.7014,-3214.3557,981.31134,705.1089,157.39606,1957.9818,3757.392,-1343.0878,-5064.267,-145.77798,16.431793,221.88148,1091.4663,-1276.9059,-4483.199,3180.9983,-28.89723,1692.8782,-2649.7073,3237.751,-506.74124,3147.4749,4034.0364,1140.6261,4754.293,2250.4004,2348.3677,911.5566,-1209.0084,564.932,-4211.6455,-940.9706,-1593.7721,481.1755,-1123.129,-4.6593647,2521.3518,912.9335,3308.8862,3522.9146,3072.6335,268.80322,2439.0405,-34.01556,5835.699,4769.7407,-402.67722,-1239.1704,3353.3367,-691.95715
Johns Hopkins University,-2335.422,1278.7626,384.4183,1997.2146,977.61993,-2888.1416,1782.3148,5657.6943,-2852.7478,-3721.8535,-518.5439,-5196.13,-209.65202,733.08057,-910.3447,-2076.954,4390.8955,-568.8954,-2312.3552,-5887.675,2671.1086,-820.5131,1938.7948,-738.2401,386.1645,-389.93265,-1759.4352,1467.208,-1046.6991,283.0481,2325.8228,-1643.5571,1164.3239,-1875.9463,-1050.9163,3801.2725,530.7088,206.59317,-2869.4592,-1840.1357,1372.3622,-2631.7024,-2090.3376,922.2289,2760.8423,255.97542,-1802.1527,-1370.1826,1708.3829,2464.309,1443.6396,-2661.0857,794.88116,811.0658,415.6492,1447.5645,3019.1306,-1212.8118,-4016.4292,35.56426,-2.2003965,-85.63781,847.53046,-1201.0345,-4182.3833,2293.98,202.69406,1645.4679,-1937.8414,2746.1045,-409.9181,2459.224,2998.101,963.1781,3594.7856,1588.0491,1907.6133,877.3021,-1301.8628,353.57712,-3546.356,-17.81555,-1027.136,503.9828,-1089.5929,-136.47679,1675.6259,807.10254,2880.421,3028.9966,1976.0289,-98.081726,2306.337,-221.56534,4816.8564,3843.7483,-42.791992,-1224.8032,2591.649,-581.53296
Carnegie Mellon University,-3641.7058,1753.52,431.88687,2651.1611,1786.2626,-3852.5952,2412.956,7452.377,-4024.8079,-4782.1045,-1141.9626,-7426.5273,200.76453,986.1048,-1069.9634,-3273.5278,5870.8296,-819.1996,-3214.3354,-8030.18,3622.8914,-1449.2833,2557.8345,-1046.1888,618.06213,-370.54767,-2681.6584,1818.5269,-1444.2365,197.09985,3666.2234,-1771.9166,1027.5623,-2485.4897,-656.05,5223.3374,716.5915,288.04004,-3791.2656,-2731.885,1832.7083,-3766.5261,-2823.9407,1449.0974,3230.7688,591.30054,-2389.833,-1761.2411,2393.127,3098.3652,2476.3113,-3594.8533,1355.9504,1263.529,210.25627,2046.5742,4512.115,-1951.9723,-5579.9155,439.01685,-6.0686846,-205.80574,952.3202,-1901.6847,-5668.8823,2850.5176,154.85573,1897.3583,-2710.4792,3602.294,-179.41805,3432.9023,3997.343,1257.6942,4821.1963,2392.7441,2822.5098,944.3408,-1578.3658,938.94855,-5360.4775,-331.80957,-1381.149,109.91689,-1677.615,-141.63928,2138.5142,1171.0747,4469.031,3923.1895,2618.56,296.1601,2873.3203,-351.59018,6601.341,5554.2935,-261.55655,-1738.9999,3612.3472,-776.79504
University of Michigan - Ann Arbor,-3488.6907,2248.8137,541.48193,2833.316,1464.7798,-4300.75,2689.223,8261.605,-4266.5835,-5762.635,-685.12537,-7828.3403,-283.32858,1284.1084,-1343.6519,-3241.4746,6694.3916,-644.1026,-3212.3389,-8884.019,4092.0916,-1507.5803,2953.5989,-1201.3031,833.1536,-409.8497,-2901.1206,2009.5603,-1592.0049,463.20337,3541.7986,-2557.5312,2166.673,-2532.846,-1812.1384,5274.1943,928.8238,805.2407,-4309.042,-3012.5903,1961.7635,-3608.1436,-3279.2014,1812.1024,4065.3584,64.90048,-2743.2847,-1968.9028,2772.2048,4051.3083,1861.0698,-3860.5903,996.0415,1077.6456,282.9945,2648.577,4776.771,-1734.4889,-5956.2847,40.092518,-103.145294,22.312216,1295.7745,-1800.5703,-6028.061,3557.2888,-185.18785,2153.3608,-2971.8577,4090.786,-693.69104,3994.6118,4583.5366,1389.8418,5644.6577,2588.7449,2857.2278,1183.8357,-1882.3629,427.329,-5435.8696,-808.70703,-1394.3153,659.94684,-1586.2927,-144.16913,2639.6482,954.55396,4178.6943,4364.787,3166.0813,-0.22122529,3125.6953,-127.51835,6933.245,5532.0796,-274.98553,-1846.5022,3887.7805,-497.16837
University of California - Los Angeles,-3604.4802,2295.4219,585.3746,3017.9211,1354.9674,-4435.0776,2753.9246,8610.147,-4516.1743,-5778.836,-912.79407,-8080.533,-246.61215,1201.5444,-1320.3888,-3317.7573,6516.6826,-978.7523,-3552.8584,-8925.727,4192.9785,-1451.1582,3068.2883,-1346.7766,564.1411,-610.42804,-2873.3574,1980.0283,-1541.7283,345.12085,3547.9688,-2394.3413,1661.2588,-2750.9019,-1665.0688,5475.7983,755.1024,440.16888,-4430.0034,-3209.289,1902.6716,-3730.0476,-3060.0857,1697.4193,4354.7666,435.5644,-2878.0034,-2226.3076,2693.2605,4117.7925,2059.7712,-4113.484,1005.3569,962.4148,505.51712,2448.9875,4887.435,-1920.9843,-6284.857,-137.77832,132.5708,50.440094,1161.7311,-1950.1769,-6413.2183,3607.379,315.1198,2473.9902,-2983.444,4420.737,-616.82446,3740.6826,4788.9873,1544.5087,5571.0464,2787.4915,3059.2637,952.8542,-2006.9442,472.82986,-5460.6675,-428.64563,-1622.5101,808.27576,-1454.0664,-368.0195,2577.7375,1023.7448,4343.6665,4651.6855,3353.306,85.419846,3171.7302,-8.762648,7266.16,5936.55,-214.63698,-1862.6888,3863.4358,-749.87537
Georgetown University,-3328.2495,2149.846,413.03915,2586.8557,1500.7499,-3911.8281,2594.8037,7430.505,-4031.2932,-5177.7437,-835.3093,-7248.3745,51.445713,947.14417,-1093.5544,-3077.9978,5931.7666,-746.86035,-3190.7092,-8078.241,3857.945,-1444.114,2807.3333,-1196.8931,648.1566,-262.8548,-2652.838,1613.3618,-1363.0836,266.5603,3390.0293,-2111.125,1769.5712,-2249.7278,-1333.5712,4888.005,760.1101,692.4512,-3980.9565,-2799.0176,1828.2537,-3409.6797,-2780.7097,1864.4187,3628.9207,226.31363,-2481.009,-1984.4261,2287.8071,3586.5671,1910.7551,-3687.1592,982.1154,852.1395,191.0373,2336.6592,4364.955,-1609.1307,-5445.224,-11.882789,68.5349,-12.756047,1193.0417,-1738.593,-5563.4614,3271.9624,-98.900696,2099.2886,-2628.7056,3671.1162,-488.84064,3530.5676,4173.824,1423.5906,5171.8916,2437.7805,2747.2664,952.4094,-1754.4056,560.08167,-5058.8135,-628.5112,-1409.3805,504.25476,-1408.2936,-285.9543,2543.3823,865.5375,3899.5833,3792.3936,2855.9558,213.87004,2908.8787,-56.979465,6507.5435,5205.4487,-241.7202,-1670.9192,3679.7866,-596.2971
Bowdoin College,-729.16516,437.84302,84.05733,655.3794,304.6142,-1112.2776,472.10245,2072.2478,-713.2511,-1087.7324,-24.01003,-1766.332,-328.62808,276.77988,-387.44235,-446.4395,1221.7941,-62.886494,-607.91846,-1869.1255,943.3651,-6.1662593,800.2093,-222.47356,14.779861,-271.42676,-496.73102,513.7882,-284.4752,32.327095,707.65704,-774.6176,386.04688,-622.7563,-448.6574,1282.5231,292.12836,-97.6902,-1046.4133,-595.6588,436.52936,-769.0214,-757.56476,117.55287,1107.8823,-121.7435,-486.24738,-440.87103,671.20544,765.58734,322.5305,-903.6415,207.14003,440.36374,259.92328,585.7,690.0222,-346.32983,-1147.1959,-279.862,226.78467,11.686911,387.3347,-315.06845,-1542.7563,675.1128,288.9205,673.32513,-815.1841,1125.5176,-346.03265,792.21497,1035.2375,372.3441,990.0986,749.7104,393.24274,383.89798,-757.56683,-11.638486,-897.132,31.37367,-280.58417,401.1559,-148.88777,-10.40852,279.89816,263.39877,867.37085,1257.0444,639.5817,-238.62903,897.4144,-238.06886,1682.0322,1091.2764,221.0562,-381.1722,867.57544,-237.93874
Georgia Institute of Technology,-3736.7327,1936.3914,462.0619,2855.5732,1499.9047,-4192.3315,2704.4993,7982.093,-4167.2666,-5466.8955,-926.4493,-7919.588,-167.26143,1151.2155,-1385.886,-3293.1858,6364.5146,-689.0152,-3168.4226,-9006.53,4179.79,-1445.4111,3032.704,-1197.148,839.75635,-283.50955,-2915.4648,1890.9382,-1474.2373,233.9483,3765.4404,-2306.187,1789.5682,-2441.1514,-1324.1508,5221.187,902.39984,601.1254,-4416.9507,-2945.3862,1807.1245,-3783.7166,-3201.2207,1844.1001,4001.9832,74.601974,-2735.985,-2036.6857,2801.7378,3603.065,2058.4368,-3608.9954,1297.8187,1302.0586,30.129135,2407.272,4652.269,-1789.5782,-5842.3486,183.77834,272.4088,-245.95567,1471.9998,-1807.7754,-6138.0156,3370.7324,-176.04213,2099.8699,-2910.504,4103.182,-620.52594,3823.825,4244.0366,1594.0165,5376.627,2778.2126,2784.1584,1187.6633,-2004.3932,561.281,-5642.259,-898.8508,-1320.8574,495.76602,-1608.2062,-214.23563,2517.5808,1080.2274,4105.003,4193.267,3042.2532,74.40052,3201.5479,-176.18242,6830.517,5534.295,-397.0669,-1921.02,3683.4,-407.07797
Harvey Mudd College,-576.8114,363.39435,-5.002116,435.69345,329.57654,-682.46497,358.16992,1400.2584,-651.5115,-908.8337,-126.70498,-1270.8308,7.1176157,175.06432,-166.98407,-526.50244,1005.82007,-197.74971,-499.0274,-1444.0868,626.8791,-199.19945,489.15164,-109.013275,161.90352,-90.46018,-487.8694,330.61987,-243.90411,56.08705,590.5641,-342.47073,237.62108,-438.76276,-230.50256,905.7464,84.93716,58.22028,-759.6314,-518.78845,235.03697,-614.6699,-496.273,268.6368,692.1607,11.056064,-408.54044,-398.86597,463.67682,616.4177,380.49026,-622.4508,265.48145,171.40099,132.5197,365.96945,668.34814,-285.64,-1049.5227,-49.618004,41.58382,20.823696,215.06061,-246.8214,-1000.1111,616.68976,18.46489,389.4766,-533.0323,667.336,-57.40522,621.42816,756.63965,288.04666,903.9935,511.425,463.2335,138.77448,-298.28705,126.70999,-853.74835,-133.33554,-323.0779,125.76561,-214.06929,-38.004757,475.02322,201.98424,690.19714,766.21295,529.3347,38.11679,526.64514,-30.16434,1225.7754,975.6539,-60.431698,-243.12564,697.29395,-171.81882
University of Virginia,-3944.2297,2459.8237,613.7517,3325.1636,1757.9601,-4661.666,3083.8816,9433.154,-4515.63,-6353.096,-731.0077,-8767.871,-535.264,1327.6522,-1606.0671,-3449.1694,7092.2603,-756.7341,-3629.5366,-9755.96,4513.728,-1519.1903,3435.597,-1212.0536,687.15216,-781.81555,-3257.1118,2373.5115,-1855.4408,401.713,3868.1511,-3112.7302,2320.4302,-2881.4094,-2188.18,6117.576,1040.7615,665.119,-4906.3364,-3127.0461,2179.0981,-4161.0977,-3683.0479,1764.6791,4838.1504,120.65127,-2924.684,-2259.9565,3008.5647,4431.6587,2112.5164,-4478.176,1167.0906,1265.864,519.8163,2730.9248,4991.8877,-2014.2926,-6590.1274,-358.93658,179.10847,-39.096016,1656.6204,-2019.8461,-7136.2563,3890.2747,260.54697,2769.2742,-3550.2512,5055.072,-1025.3945,4373.154,5261.3535,1717.3976,6086.6206,2917.7168,2827.2874,1414.4047,-2231.996,288.05856,-5797.579,-543.3735,-1711.6844,1001.9207,-1579.0697,-150.3853,2711.4246,1216.072,4586.716,4989.4146,3655.787,-425.51602,3751.338,-414.82715,7959.555,6262.983,-121.301476,-1910.4889,4387.5044,-971.295
Carleton College,-1561.6473,984.6869,89.45811,1176.8793,645.4804,-1940.9781,960.06793,3783.9897,-1702.2126,-2484.2566,-181.41376,-3342.626,-198.09378,491.77103,-595.18634,-1303.2965,2759.721,-396.19922,-1396.8475,-3786.1008,1787.2024,-527.3852,1369.4156,-379.24292,282.52325,-283.6517,-1266.48,886.3754,-626.9707,227.35768,1464.871,-1130.9324,743.2734,-1109.0374,-666.5567,2417.2954,394.31064,252.38101,-1984.9166,-1179.6869,861.1176,-1569.2485,-1488.8966,622.00146,1813.2588,-88.042595,-1009.4299,-829.3073,1282.9564,1724.9697,906.88873,-1789.0945,573.7972,610.16504,353.0465,1154.1682,1843.2285,-789.6655,-2553.9868,-195.5821,132.87341,8.796699,676.3219,-731.9881,-2686.9238,1551.018,112.51532,1043.545,-1408.4043,1766.6072,-232.21935,1700.3712,2032.7823,608.15857,2225.3193,1322.9631,1209.7416,508.19946,-919.8433,156.92354,-2236.7373,-205.55139,-658.5559,414.24374,-552.06,-73.5079,1051.4609,567.3845,1859.9037,2125.469,1343.2705,-21.760561,1364.843,-146.91835,3293.3608,2346.1982,-92.38896,-758.6907,1793.0656,-383.7137
Tufts University,-2719.9424,1595.4653,324.27316,2309.6494,1461.4906,-3176.4685,2093.0898,6450.306,-3271.3193,-4406.457,-638.967,-5996.5713,-236.54884,901.65643,-1113.5035,-2485.797,5070.6055,-567.5602,-2531.1953,-6874.2915,3149.8247,-1148.8014,2275.2014,-815.3566,669.85785,-529.16296,-2246.0496,1634.1747,-1201.7697,377.1486,2787.0537,-1820.9033,1433.0519,-2130.3914,-1173.4769,4387.2314,508.60263,554.2469,-3327.1135,-2125.4294,1599.5925,-3059.8313,-2596.0134,1298.5323,3001.052,300.0297,-1969.5658,-1616.5521,2043.1663,2977.8335,1740.706,-3153.837,1212.0388,894.0365,565.3087,1733.645,3425.0342,-1390.819,-4780.814,128.53784,-202.01114,-136.25551,1013.82,-1452.0812,-4812.578,2694.6008,25.845972,1832.9397,-2235.5896,3175.176,-464.9061,2877.3147,3503.587,1078.7347,4107.411,1807.2213,2269.1997,893.608,-1299.6849,354.53546,-4251.5283,-162.32855,-1237.1322,410.55826,-1118.6285,-124.05878,2201.657,955.4523,3367.4731,3372.2808,2299.416,-271.49673,2533.7915,-365.32556,5500.0283,4467.411,-331.69403,-1324.6107,3182.8994,-632.1551
United States Military Academy at West Point,-3506.0889,2386.9573,475.41916,2687.6184,1661.0848,-4630.422,2526.6038,8171.6304,-3903.8015,-5592.501,-360.23666,-7557.273,-780.4386,1288.8304,-1439.6494,-2764.6157,5434.778,-491.0583,-2879.0867,-8267.735,4036.077,-1328.2719,3020.4893,-1107.7571,843.0597,-849.91754,-2538.488,1934.4988,-1685.2661,32.543674,3301.747,-2834.7532,2203.5005,-2159.2405,-1699.8229,5186.423,1080.7189,1051.7385,-4091.6846,-2521.2703,2047.026,-3751.6475,-3913.4194,1400.4944,4132.5103,-520.4818,-2118.6848,-1675.7703,2851.2725,3991.6838,1755.2401,-3854.5312,1162.9135,1349.7136,686.9048,2956.9478,4114.6465,-1686.5605,-5716.786,-444.87817,332.6112,-40.748764,1704.051,-1710.7672,-6051.069,3458.3303,503.58975,2333.6567,-3308.2258,4399.6323,-1119.5641,3672.9019,4511.6636,1389.7632,4877.758,2882.731,2132.6965,1086.7172,-2156.5085,152.49364,-4922.5635,-735.1878,-1073.2784,876.0675,-1144.174,375.9456,2595.988,953.26776,4040.696,4821.5938,3073.5955,-412.32642,3386.4927,-513.3589,6789.7827,5421.633,93.72332,-1688.6073,3788.9604,-860.2633
Williams College,-3027.7642,1646.3359,293.72412,2683.7808,1179.4579,-3194.5105,2223.4146,6189.078,-3410.9604,-4220.2964,-635.86566,-6273.526,1.3373446,896.07324,-1269.737,-2369.9697,4649.9863,-504.83356,-2546.3691,-6772.997,3502.3467,-884.6804,2791.1045,-859.292,790.4642,-667.4233,-2171.036,1472.9861,-1187.9088,240.97722,2955.9814,-1938.6895,1381.3257,-1938.2059,-996.053,4188.255,660.3265,597.2179,-3175.1604,-2266.3503,1570.1078,-2807.9912,-2839.453,1406.2888,2802.081,287.69064,-1788.3226,-1524.6178,2043.5834,2827.3103,1522.1641,-2951.837,1108.6702,867.53455,520.87537,2024.1412,3276.12,-1569.178,-4671.9746,59.416306,70.136955,-133.03685,940.97266,-1630.6511,-5163.0186,2481.771,142.72807,1843.0273,-2366.841,3644.8389,-452.52527,2934.6152,3301.2402,1224.6237,3694.3564,2169.005,2114.4111,497.69586,-1673.7107,216.4471,-4075.7341,-397.2712,-807.1403,513.9059,-817.0871,-125.77737,1972.2864,615.6251,3267.717,3502.923,1930.1439,-505.15857,2449.9858,-416.27905,5047.685,4384.8184,-240.80873,-1317.7471,3228.974,-452.24286
Haverford College,-910.3994,645.22833,59.37199,684.1845,562.9354,-1074.1293,673.1457,2200.9353,-1126.3176,-1404.9226,-260.9131,-2135.068,-21.530737,302.5229,-284.2909,-835.1524,1588.8478,-225.31303,-800.3692,-2198.3574,1022.23987,-374.58255,763.3034,-249.10258,155.93005,-186.79427,-749.85364,488.2058,-426.08887,55.73124,946.3507,-590.9237,403.39395,-728.2891,-398.84308,1413.5209,222.04803,148.46428,-1139.5125,-850.6395,445.06607,-900.8581,-787.6281,505.75525,1116.7091,132.72778,-689.0288,-605.1614,766.4997,1040.0471,566.81885,-989.5198,320.15546,216.12846,113.10728,660.8623,1198.3356,-412.16788,-1624.3949,-75.28619,44.100906,76.16741,218.53743,-439.09735,-1578.8989,955.43555,81.00259,573.1164,-803.46967,1134.7141,-177.06615,979.95905,1272.3085,400.82324,1479.8696,756.9395,787.92224,208.4407,-498.15237,169.95634,-1419.8873,-211.61047,-449.1056,146.13147,-368.8514,-35.73268,728.5281,246.76692,1097.5338,1177.8752,888.4706,51.80121,771.5098,-12.8472395,1855.847,1523.5972,-60.427277,-352.63342,1081.1439,-238.46591
Colby College,-1470.2035,803.07904,158.12349,1105.6995,631.4394,-1520.1385,958.99005,3130.4285,-1577.2222,-2113.868,-312.19748,-2954.0093,-45.050568,359.84833,-576.2446,-1304.2134,2393.9243,-298.0299,-1169.2086,-3300.4985,1519.1531,-576.3973,1266.0398,-311.94455,393.7768,-232.74557,-1106.5612,747.6818,-618.6898,197.64665,1360.449,-929.2495,684.85187,-980.6018,-495.95117,2078.1667,321.1349,266.28107,-1672.0021,-1129.1683,704.303,-1391.6437,-1311.2241,758.7754,1449.7975,15.413664,-987.65576,-763.9643,1032.1997,1404.8213,790.9768,-1499.7961,509.42578,460.74414,159.64325,970.9274,1648.125,-745.1005,-2260.8472,31.231018,53.19727,-24.479944,560.72614,-711.2494,-2307.43,1276.977,-24.788116,904.6117,-1190.6104,1621.0564,-192.46016,1536.4955,1704.575,547.6389,2039.6693,1097.2572,1087.6307,350.47345,-690.96246,104.28663,-2047.9706,-277.7714,-598.9928,260.50955,-564.8427,-87.64195,966.2507,450.6999,1618.3445,1590.8514,1174.0592,-44.79408,1136.8875,-130.6533,2625.8276,2054.0803,-181.86253,-678.97437,1524.8654,-302.69025
